author,avgword,avgsent,punctratio,nnratio,vbdratio,rbratio,jjratio
user,3.9849834563502164,25.40301724137931,0.6960210401289556,0.12861627216424876,0.06515652837872232,0.04963094935097989,0.06057520997709341
